d1_or_not,primary_position,height,weight,sixty_time,of_velo,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,OF,74.0,198.0,6.96,86.0,South,96.6,R,R
0,OF,75.0,190.0,7.12,90.0,Midwest,99.0,R,R
1,OF,75.0,195.0,6.73,90.0,South,90.6,R,R
0,OF,71.0,162.0,6.64,82.0,South,94.1,R,R
0,OF,70.0,165.0,6.79,81.0,South,92.9,R,R
1,OF,71.0,178.0,6.58,85.0,South,98.2,R,R
0,OF,69.0,160.0,7.19,79.0,South,96.2,R,S
0,OF,73.0,180.0,7.178058624267578,,South,99.0,R,R
1,OF,68.0,165.0,7.36,74.0,South,81.0,L,L
0,OF,68.0,145.0,7.325253486633301,,Northeast,82.09303283691406,R,R
0,OF,70.0,173.0,7.027111053466797,,Northeast,88.2,R,L
0,OF,71.0,170.0,7.03855037689209,,Northeast,96.57302856445312,R,R
0,OF,71.0,170.0,7.327378273010254,,South,94.92247009277344,R,R
0,OF,68.0,154.3,6.78,87.0,South,96.6,R,R
1,OF,72.0,179.0,6.74,94.0,Midwest,100.3,R,L
0,OF,72.0,185.0,7.12,82.0,South,95.0,R,R
1,OF,73.0,175.0,6.86,90.0,Midwest,93.6,R,R
0,OF,69.0,147.0,6.52,85.0,South,87.8,R,R
0,OF,73.0,190.0,7.16,84.0,Midwest,95.3,R,R
0,OF,70.0,160.0,7.06,85.0,Midwest,93.0,R,R
0,OF,70.0,165.0,6.5,91.0,Midwest,88.6,R,R
0,OF,75.0,195.0,7.65,79.0,West,90.0,R,R
0,OF,71.0,166.0,7.36,83.0,Midwest,94.8,R,R
0,OF,72.0,135.6,7.63,80.0,West,83.2,L,L
1,OF,72.0,180.0,7.1,84.0,Northeast,91.8,R,R
1,OF,76.0,190.0,8.54,,South,78.2,R,R
0,OF,71.0,175.0,7.009350299835205,,South,93.56539154052734,R,R
1,OF,69.0,130.0,6.718739032745361,,South,94.28876495361328,R,R
0,OF,71.0,160.0,6.9,88.0,Midwest,92.5,R,R
0,OF,74.0,190.0,7.35,87.0,Midwest,91.9,L,L
0,OF,74.0,190.0,7.285243034362793,,South,87.82653045654297,L,L
0,OF,71.0,165.0,6.58,86.0,South,95.9,R,R
0,OF,74.0,175.0,6.83,85.0,Northeast,99.2,R,R
0,OF,71.0,180.0,6.92,84.0,West,90.0,R,R
0,OF,74.0,170.0,6.94,83.0,South,95.0,L,R
0,OF,74.0,215.0,6.51,82.0,South,95.8,R,R
0,OF,72.0,165.0,7.238914966583252,81.0,Midwest,84.0,R,R
0,OF,75.0,200.0,6.48,92.0,Northeast,97.9,R,R
0,OF,70.0,190.0,6.58,88.0,Midwest,97.3,R,R
0,OF,68.0,155.0,6.98,81.0,South,85.4,R,R
1,OF,73.0,170.0,7.03,82.0,Northeast,92.5,R,R
0,OF,73.0,180.0,6.7,87.0,South,96.4,R,R
1,OF,69.0,178.0,6.94,78.0,Midwest,94.5,L,L
1,OF,76.0,225.0,7.38,86.0,South,93.5,R,R
1,OF,71.0,170.0,7.18342924118042,,Northeast,97.12399291992188,R,R
0,OF,72.0,176.0,7.044796943664551,,Northeast,94.77937316894533,R,R
0,OF,70.0,165.0,7.08,82.0,Midwest,76.8,L,L
1,OF,73.0,185.0,7.41,87.0,West,88.9,R,L
0,OF,74.0,180.0,6.84,89.0,South,92.3,R,R
0,OF,72.0,165.0,6.64,83.0,Midwest,94.6,R,R
0,OF,69.0,190.0,6.84,89.0,Midwest,99.0,L,L
0,OF,70.0,175.0,6.57,90.0,Northeast,92.6,R,L
0,OF,72.0,175.0,7.239768028259277,,Northeast,89.9099349975586,R,R
0,OF,72.0,185.0,7.005792140960693,,Northeast,88.45310974121094,R,R
0,OF,71.0,175.0,7.21,82.0,South,91.7,R,L
0,OF,72.0,185.0,6.7,85.0,Midwest,94.2,L,L
0,OF,74.0,176.0,6.98,78.0,South,96.2,R,R
0,OF,70.0,160.0,7.116074085235596,,Northeast,90.58541870117188,R,R
0,OF,72.0,175.0,6.58,79.0,South,93.1,R,R
0,OF,71.0,160.0,6.85,86.0,South,91.4,R,L
1,OF,74.0,194.7,6.92,79.0,South,91.5589599609375,R,L
0,OF,70.0,190.0,6.8,75.0,West,92.2,R,L
0,OF,74.0,200.0,7.14,,South,88.7,R,R
0,OF,72.0,185.0,7.1468505859375,,West,89.46633911132812,L,L
1,OF,71.0,180.0,7.13,88.0,Midwest,95.0,L,L
1,OF,74.0,183.9,6.99,88.0,South,96.2,R,R
0,OF,72.0,185.0,6.69,88.0,Midwest,95.9,R,R
0,OF,74.0,200.0,7.478245735168457,,South,97.36009216308594,R,R
0,OF,70.0,165.0,7.028378486633301,,Midwest,94.99748229980467,R,R
0,OF,74.0,190.0,7.32,87.0,South,90.0,R,L
0,OF,69.0,223.0,7.297259330749512,,West,97.36930847167967,L,L
0,OF,74.0,170.0,7.14,83.0,South,93.0,R,R
0,OF,73.0,201.0,6.72,86.0,Midwest,100.7,R,R
0,OF,72.0,170.0,6.62,80.0,Northeast,91.1,L,L
1,OF,70.0,160.0,6.95,96.0,Northeast,87.98831176757812,R,R
1,OF,71.0,185.0,6.84,88.0,South,92.9,R,R
0,OF,70.0,185.0,7.628182411193848,,South,88.53451538085938,R,L
0,OF,70.0,165.0,7.645977020263672,,South,88.14585876464844,R,L
0,OF,70.0,166.9,6.94,88.0,Northeast,94.2,R,R
0,OF,71.0,210.0,7.92,71.0,West,94.6,R,R
0,OF,70.0,170.0,7.22,79.0,South,79.0,R,R
0,OF,75.0,185.0,7.6,82.0,South,94.1,L,L
0,OF,71.0,185.0,6.8,87.0,South,89.4,L,L
0,OF,69.0,180.0,6.9,87.0,South,95.3,R,R
0,OF,75.0,180.0,7.5,84.0,Midwest,91.5,R,R
0,OF,75.0,155.0,7.219662666320801,,South,86.430908203125,R,L
0,OF,70.0,164.0,6.78,83.0,Midwest,94.4,R,R
0,OF,69.0,135.0,7.31,65.0,West,80.0,R,R
0,OF,74.0,170.0,6.89,84.0,South,91.0,R,R
0,OF,70.0,165.0,7.29,74.0,Midwest,85.6,R,R
0,OF,74.0,205.0,7.51,80.0,South,95.0,L,L
0,OF,72.0,160.0,7.01,82.0,South,94.8,R,R
1,OF,70.0,165.0,7.15,86.0,West,100.1,L,L
0,OF,74.0,185.0,6.887444019317627,,Northeast,87.87522888183594,R,R
1,OF,74.0,200.0,6.7,83.0,Northeast,96.7,L,L
0,OF,75.0,175.0,6.79,80.0,Midwest,92.5,R,R
0,OF,71.0,140.0,7.023316860198975,,South,88.2610092163086,R,R
0,OF,71.0,175.0,6.65,92.0,Midwest,98.4,R,R
1,OF,75.0,190.0,6.97,73.0,South,87.0,R,R
1,OF,74.0,205.0,6.86,90.0,South,97.3,R,L
0,OF,72.0,170.0,7.0,84.0,West,94.8,R,R
0,OF,71.0,145.0,7.1349687576293945,,West,97.7522964477539,R,R
0,OF,71.0,170.0,6.49,90.0,South,97.7,R,R
0,OF,74.0,200.0,6.85,75.0,Midwest,92.7,R,R
0,OF,68.0,170.0,7.31,75.0,West,90.8,R,R
0,OF,72.0,170.0,6.69,86.0,South,96.5,R,R
0,OF,70.0,132.0,7.6,79.0,Midwest,85.2,R,S
0,OF,70.0,130.0,7.27,71.0,West,81.3,R,S
0,OF,70.0,164.0,6.93,88.0,Northeast,92.3,L,R
1,OF,69.0,175.0,6.8,87.0,Northeast,96.0,R,R
1,OF,74.0,185.0,7.07,,South,94.2,R,L
0,OF,70.0,140.0,6.72,78.0,Northeast,92.9,L,L
1,OF,70.0,160.0,7.063063621520996,,South,88.7374267578125,R,R
0,OF,69.0,145.0,7.34,82.0,Northeast,87.2,R,S
0,OF,70.0,155.0,6.89,86.0,Northeast,92.8,R,R
0,OF,71.0,150.0,6.8716816902160645,,West,101.34219360351562,R,R
0,OF,70.0,175.0,6.94,82.0,South,88.7,R,R
1,OF,72.0,190.0,7.276535987854004,,South,84.79410552978516,L,L
0,OF,75.0,165.0,6.85,87.0,Midwest,89.4,R,R
0,OF,71.0,195.0,6.84,86.0,South,98.8,R,S
0,OF,71.0,185.0,6.919497966766357,,South,96.94293212890624,R,R
0,OF,68.0,170.0,7.01,80.0,South,87.3,R,L
0,OF,72.0,200.0,7.56,84.0,South,93.3,R,L
0,OF,70.0,148.0,7.31,76.0,Midwest,84.7,R,R
0,OF,75.0,185.0,7.0,86.0,South,92.3,L,L
0,OF,66.0,130.0,7.0067458152771,66.0,Northeast,80.3,R,R
0,OF,70.0,158.0,7.1,83.0,Midwest,88.3,R,R
0,OF,70.0,165.0,7.16,81.0,Midwest,85.3,L,L
0,OF,71.0,170.0,7.04,78.0,Midwest,95.4,R,R
0,OF,74.0,180.0,6.85,86.0,South,92.4,R,L
1,OF,73.0,160.0,6.76,90.0,South,87.0,R,R
1,OF,69.0,170.0,7.39,80.0,South,82.0,L,L
1,OF,72.0,185.0,7.487534523010254,,South,91.51749420166016,R,R
0,OF,69.0,160.0,6.8815765380859375,,West,97.48175811767578,R,R
0,OF,69.0,165.0,7.09,78.0,Midwest,83.0,R,R
0,OF,70.0,165.0,7.12,81.0,West,90.5,L,L
0,OF,74.0,175.0,7.420983791351318,,South,91.8126449584961,L,L
0,OF,71.0,185.0,7.39635705947876,80.0,Midwest,90.2,L,R
0,OF,69.0,150.0,7.294980525970459,,Midwest,92.60543060302734,R,R
0,OF,70.0,140.0,6.83,78.0,Northeast,77.0,L,L
0,OF,72.0,165.0,7.03,81.0,West,87.3,R,R
0,OF,69.0,150.0,7.37,77.0,Midwest,79.1,R,L
0,OF,73.0,183.0,7.5,84.0,Midwest,95.9,R,L
1,OF,74.0,170.0,7.11,81.0,South,97.5,R,L
0,OF,74.0,160.0,6.99,84.0,Midwest,84.1,R,R
0,OF,71.0,160.0,6.91,82.0,Midwest,85.0,R,R
1,OF,73.0,175.0,6.8,89.0,Northeast,96.6,R,R
0,OF,75.0,190.0,7.347625255584717,,Midwest,90.7459945678711,R,R
0,OF,70.0,170.0,7.38,73.0,Midwest,85.4,R,R
0,OF,70.0,191.6,7.21,90.0,Midwest,104.6,L,L
0,OF,73.0,180.0,7.544040203094482,,West,94.49928283691406,R,R
0,OF,74.0,190.0,7.25,85.0,Midwest,91.7,L,R
1,OF,71.0,180.0,7.71,73.0,South,97.1,L,L
0,OF,74.0,180.0,6.71,80.0,South,91.1,R,R
0,OF,74.0,175.0,7.04,80.0,South,88.0,R,R
0,OF,68.0,150.0,7.03,77.0,Midwest,76.0,L,L
0,OF,73.0,220.0,7.02,80.0,South,99.5,R,R
0,OF,74.0,157.6,6.95,93.0,South,90.8,R,R
0,OF,72.0,175.0,6.96,83.0,Midwest,89.8,R,R
1,OF,75.0,185.0,6.89,80.0,South,92.9,L,L
0,OF,71.0,165.0,7.04,83.0,South,97.0,R,R
1,OF,74.0,170.0,7.19,82.0,South,87.0,R,L
0,OF,71.0,165.0,7.11,81.0,South,90.0,R,R
0,OF,71.0,171.3,7.16,80.0,Northeast,86.0,R,S
0,OF,71.0,188.0,6.6,91.0,Midwest,98.2,R,R
0,OF,72.0,175.0,6.72,86.0,Midwest,98.4,L,L
0,OF,72.0,170.0,3.94,81.0,Northeast,83.0,R,R
0,OF,72.0,165.0,7.268675804138184,,Midwest,90.88377380371094,R,R
0,OF,63.0,145.0,6.85,64.0,Northeast,82.9,R,R
0,OF,70.0,160.0,7.070251941680908,,South,97.24774169921876,R,R
0,OF,71.0,168.2,6.61,86.0,Midwest,90.9,L,L
0,OF,68.0,157.0,7.34,,Midwest,82.9,R,R
0,OF,70.0,160.0,6.9,86.0,Midwest,92.9,R,R
0,OF,71.0,165.0,7.101313591003418,,South,88.09765625,L,L
0,OF,73.0,180.0,7.04,83.0,South,95.1,R,R
0,OF,71.0,186.0,6.91,79.0,South,93.1,R,R
0,OF,70.0,180.0,7.11,75.0,South,98.4,R,L
0,OF,69.0,135.0,7.03,84.0,West,74.0,R,R
0,OF,73.0,220.0,6.9354634284973145,,South,95.97075653076172,R,R
0,OF,73.0,155.0,7.53,78.0,South,78.0,R,R
0,OF,71.0,180.0,7.19,87.0,Midwest,90.2,L,L
0,OF,72.0,175.0,7.36,75.0,West,84.4,R,L
0,OF,70.0,165.0,7.321702480316162,,Midwest,78.38966369628906,R,R
0,OF,73.0,165.0,7.63,59.0,Midwest,75.0,R,L
0,OF,71.0,145.0,7.08,85.0,South,85.7,L,R
0,OF,71.0,185.0,6.93,85.0,South,93.7,R,R
1,OF,75.0,190.0,7.415323734283447,,South,88.39283752441406,L,L
0,OF,73.0,185.0,6.95,81.0,Northeast,92.2,L,L
0,OF,74.0,183.0,7.08,86.0,Midwest,93.7,L,L
1,OF,73.0,180.0,6.85,88.0,Northeast,94.3,R,R
0,OF,71.0,183.0,7.53,85.0,Midwest,92.6,R,R
0,OF,74.0,190.0,7.24,86.0,West,87.0,R,R
0,OF,75.0,190.0,6.68,88.0,South,97.1,R,R
0,OF,72.0,180.0,7.02,82.0,Northeast,93.8,R,L
0,OF,74.0,175.0,7.1959710121154785,87.0,South,90.0,R,R
0,OF,73.0,175.0,6.9715094566345215,,South,94.6421127319336,R,R
0,OF,74.0,195.0,7.31,83.0,South,94.6,R,L
0,OF,75.0,185.0,7.279948711395264,84.0,Midwest,91.2,R,R
0,OF,71.0,167.8,6.84,84.0,Northeast,90.4,L,L
0,OF,71.0,175.0,7.03,68.0,South,85.0,L,L
0,OF,68.0,170.0,7.93,78.0,West,90.8,R,R
0,OF,70.0,180.0,6.95,84.0,Midwest,97.3,R,R
1,OF,70.0,150.0,6.63,82.0,South,90.06900787353516,R,R
0,OF,71.0,170.0,7.04,80.0,South,87.3,L,L
0,OF,69.0,145.0,7.45,77.0,West,83.8,L,L
1,OF,73.0,185.0,6.69,88.0,South,88.0,L,L
0,OF,70.0,146.0,7.195816516876221,,Midwest,85.37702941894531,R,L
1,OF,74.0,208.0,7.344585418701172,,South,86.12128448486328,L,L
1,OF,70.0,175.0,7.24,81.0,South,86.7,R,R
0,OF,69.0,160.0,6.97,89.0,Midwest,90.0,R,R
0,OF,70.0,174.4,7.24,78.0,South,93.3,R,R
1,OF,74.0,205.0,6.95,82.0,Northeast,91.3,R,L
1,OF,72.0,185.0,6.99,86.0,South,98.0,R,L
0,OF,70.0,180.0,7.74,80.0,South,80.5,L,L
0,OF,70.0,170.0,6.94,82.0,South,89.6,L,L
1,OF,73.0,155.0,7.226351737976074,,South,83.73269653320312,R,R
0,OF,67.0,160.0,7.185853481292725,,South,93.2281494140625,L,L
1,OF,67.0,160.0,7.075221538543701,,South,93.24560546875,L,L
0,OF,70.0,150.0,6.95,76.0,Midwest,80.0,L,R
0,OF,70.0,150.0,6.44,,South,100.9,L,R
0,OF,72.0,175.0,7.22,84.0,South,93.8,R,R
0,OF,73.0,185.0,6.89,93.0,South,95.3,R,R
0,OF,72.0,155.0,7.02,70.0,South,88.0,R,R
1,OF,71.0,160.0,7.3126702308654785,,West,92.08094787597656,R,R
0,OF,72.0,170.0,7.15,85.0,Northeast,90.3,R,L
0,OF,76.0,185.0,7.48,81.0,Northeast,92.0,R,R
1,OF,77.0,175.0,7.21,87.0,West,90.10138702392578,L,L
0,OF,69.0,157.4,7.56,82.0,West,88.2,L,S
0,OF,73.0,220.0,7.266613960266113,79.0,South,103.0,R,R
0,OF,71.0,185.0,7.33,80.0,Northeast,88.3,R,R
0,OF,72.0,182.0,6.9,83.0,Midwest,89.6,R,L
1,OF,72.0,175.0,6.83,91.0,South,94.8,R,R
1,OF,71.0,165.0,7.0821614265441895,,South,97.47508239746094,L,L
1,OF,70.0,165.0,7.544687271118164,,West,94.8739013671875,R,R
0,OF,68.0,175.0,7.55858039855957,,South,88.27429962158203,R,R
1,OF,73.0,185.0,7.41,82.0,West,93.61980438232422,L,L
1,OF,71.0,180.0,6.75,84.0,South,91.7,R,R
1,OF,75.0,220.0,6.71,80.0,South,101.0,R,R
0,OF,72.0,195.0,7.19,76.0,South,89.7,R,R
0,OF,69.0,175.0,6.68,84.0,West,92.8,R,R
0,OF,71.0,195.0,7.146663188934326,91.0,South,97.0,R,R
0,OF,73.0,185.0,7.4,82.0,Midwest,95.0,R,R
1,OF,73.0,205.0,7.09,76.0,South,84.1,R,R
0,OF,69.0,165.0,6.78,82.0,Midwest,86.2,L,L
1,OF,73.0,178.5,6.84,90.0,South,103.0,R,L
0,OF,72.0,165.0,7.39,78.0,West,89.7,L,L
0,OF,72.0,190.0,7.14,80.0,Midwest,88.1,R,R
1,OF,69.0,185.0,6.830443382263184,,West,100.03205108642578,L,L
0,OF,65.0,166.0,8.71,66.0,Northeast,72.0,L,R
0,OF,70.0,150.0,7.21,79.0,Midwest,89.1,R,R
0,OF,75.0,185.0,7.26,83.0,Midwest,92.0,R,R
0,OF,70.0,150.0,7.03270149230957,,Midwest,99.93944549560548,R,R
0,OF,72.0,190.0,7.64,82.0,Midwest,84.0,R,R
0,OF,70.0,145.0,7.238425254821777,,Midwest,90.75279998779295,R,R
1,OF,74.0,175.0,6.87,90.0,South,86.8,R,R
0,OF,71.0,195.0,6.78,85.0,Midwest,97.6,L,L
0,OF,70.0,165.0,7.286080837249756,77.0,South,85.9,R,L
0,OF,72.0,185.0,7.11,74.0,Northeast,97.3,R,R
0,OF,71.0,175.0,7.37,82.0,South,85.5,L,L
0,OF,69.0,160.0,6.85,82.0,Midwest,90.0,R,R
0,OF,68.0,150.0,6.869541168212891,,Midwest,93.6064224243164,L,L
0,OF,70.0,175.0,6.92,84.0,South,88.6,R,R
0,OF,71.0,190.0,6.69,84.0,Midwest,100.4,L,L
0,OF,72.0,175.0,7.02,74.0,Midwest,88.7,R,L
0,OF,68.0,165.0,7.07,78.0,Midwest,91.3,L,L
0,OF,70.0,165.0,7.29,78.0,Midwest,85.2,R,R
0,OF,70.0,180.0,7.14,74.0,Midwest,93.9,L,L
0,OF,70.0,140.0,7.21,86.0,Midwest,85.7,L,S
1,OF,75.0,183.0,6.7,83.0,South,95.8,L,L
0,OF,67.0,167.0,7.24,79.0,South,88.3,R,R
0,OF,72.0,150.0,7.05,75.0,Northeast,77.0,L,R
0,OF,70.0,160.0,7.5,73.0,Northeast,82.1,R,L
0,OF,71.0,155.0,7.44694185256958,,Midwest,89.21575164794922,R,L
0,OF,77.0,210.0,7.178423881530762,,Midwest,87.2740478515625,L,R
0,OF,69.0,155.0,6.972939968109131,,West,92.634521484375,R,R
0,OF,73.0,200.0,6.7,86.0,West,98.2,R,R
0,OF,70.0,155.0,7.27,81.0,Midwest,82.4,R,R
0,OF,73.0,170.0,7.04,85.0,Midwest,86.0,R,L
0,OF,72.0,180.0,6.6,89.0,Midwest,98.4,L,L
1,OF,72.0,205.0,6.72,87.0,South,101.0,R,S
0,OF,72.0,185.0,6.46,89.0,Midwest,94.8,R,R
1,OF,73.0,190.0,6.89,91.0,Northeast,103.8,L,L
1,OF,74.0,175.0,7.174790382385254,,Midwest,83.54113006591797,L,L
0,OF,71.0,171.0,7.25,74.0,Midwest,91.9,R,R
0,OF,70.0,165.0,6.845076084136963,,Northeast,94.2650146484375,R,R
0,OF,72.0,165.0,6.76,87.0,Midwest,91.6,R,L
1,OF,75.0,198.0,7.311197757720947,,West,92.57624816894533,R,R
0,OF,74.0,200.0,7.46,88.0,South,92.0,L,L
1,OF,72.0,175.0,6.7,82.0,Northeast,87.0,R,L
0,OF,70.0,165.0,7.07,82.0,Midwest,85.4,L,L
0,OF,72.0,185.0,7.51,81.0,Midwest,86.9,R,R
0,OF,72.0,185.0,7.22,86.0,Northeast,97.0,R,R
0,OF,72.0,190.0,6.95,90.0,Midwest,90.9,R,R
0,OF,72.0,180.0,6.94,86.0,Midwest,97.5,R,R
0,OF,73.0,180.0,7.35,82.0,West,96.4,R,L
0,OF,72.0,180.0,7.31124210357666,,West,92.89315795898438,R,R
1,OF,75.0,200.0,6.74,89.0,Midwest,97.6,L,L
0,OF,69.0,185.0,6.75,90.0,Midwest,93.5,R,R
1,OF,76.0,205.0,7.09,79.0,Northeast,91.1,R,R
1,OF,71.0,165.0,7.28,77.0,Northeast,87.5,L,L
0,OF,73.0,170.0,6.51,,South,90.6,R,R
0,OF,71.0,195.0,6.837935447692871,,Northeast,99.11434173583984,L,R
1,OF,74.0,185.0,6.85,90.0,Midwest,96.4,R,R
0,OF,72.0,175.0,7.02,84.0,South,87.5,L,L
1,OF,72.0,190.0,6.94,89.0,Northeast,92.1,L,L
0,OF,72.0,170.0,7.003930568695068,84.0,South,87.3,R,R
1,OF,71.0,190.0,6.65,91.0,Northeast,94.7,R,R
1,OF,74.0,184.0,7.13,84.0,Northeast,87.3,R,R
1,OF,71.0,155.0,7.18,85.0,West,90.0,R,R
0,OF,71.0,190.0,7.22,83.0,Midwest,92.8,L,L
1,OF,75.0,195.0,6.99,90.0,South,102.4,R,R
1,OF,73.0,225.0,7.342545986175537,,South,87.72271728515625,R,R
0,OF,72.0,175.0,7.4,74.0,Midwest,83.4,L,L
1,OF,74.0,214.0,6.69,88.0,Midwest,98.6,R,R
0,OF,71.0,190.0,7.09,83.0,South,96.7,L,L
0,OF,69.0,155.0,7.21,77.0,Northeast,90.5,R,R
0,OF,74.0,171.3,6.52,87.0,South,95.6,R,S
0,OF,75.0,190.0,6.98,85.0,Midwest,91.0,R,R
0,OF,71.0,150.0,7.46,80.0,Midwest,86.2,R,R
0,OF,74.0,190.0,7.02,84.0,Midwest,93.8,R,R
1,OF,72.0,185.0,6.892784595489502,,South,88.33747100830078,L,L
0,OF,72.0,185.0,6.985714435577393,,Northeast,94.70352935791016,L,L
0,OF,70.0,165.0,7.180552005767822,,Midwest,88.8958511352539,R,R
0,OF,68.0,158.0,6.95,90.0,Midwest,90.1,R,R
1,OF,72.0,200.0,7.280370235443115,,South,88.56935119628906,R,R
0,OF,71.0,155.0,7.594014644622803,,South,92.82687377929688,R,R
0,OF,75.0,180.0,7.374593257904053,,South,89.57440185546875,R,R
0,OF,74.0,207.7,6.81,85.0,West,106.9,R,R
0,OF,74.0,200.0,6.78,85.0,Midwest,99.6,R,R
0,OF,71.0,155.0,7.080978870391846,,South,95.25824737548828,R,R
0,OF,74.0,200.0,7.75,82.0,South,91.6,R,L
1,OF,70.0,185.0,6.58,85.0,Midwest,94.6,L,R
0,OF,71.0,160.0,7.706931114196777,74.0,Midwest,81.2,R,R
1,OF,72.0,170.0,7.132549285888672,,South,88.19990539550781,R,R
0,OF,70.0,190.0,7.201976299285889,,Midwest,93.36486053466795,L,R
0,OF,68.0,175.0,7.028581142425537,,Northeast,92.47814178466795,R,R
0,OF,76.0,180.0,6.63,83.0,South,93.2,R,R
0,OF,69.0,175.0,7.21,73.0,South,83.8,L,L
0,OF,73.0,175.0,7.24,76.0,Midwest,89.3,R,R
1,OF,69.0,165.0,6.96,79.0,South,88.0,R,S
0,OF,74.0,195.0,6.88,93.0,Midwest,94.2,R,R
0,OF,72.0,175.0,7.0,89.0,South,91.7,R,R
1,OF,73.0,170.0,6.42,94.0,Midwest,95.3,R,R
0,OF,71.0,206.4,7.17,84.0,Midwest,91.6,R,L
1,OF,72.0,185.0,7.13,82.0,West,96.1,R,R
0,OF,67.0,148.0,7.17,77.0,Northeast,91.7,R,R
1,OF,73.0,180.0,6.92,89.0,South,98.8,L,L
0,OF,71.0,150.0,7.104756832122803,,South,85.12214660644531,R,R
1,OF,72.0,175.0,7.28,85.0,West,93.9,L,L
1,OF,74.0,216.0,6.4,95.0,West,107.4,R,R
0,OF,67.0,160.0,6.83,86.0,Midwest,97.3,R,R
0,OF,70.0,165.0,6.84,83.0,West,89.8,R,R
1,OF,74.0,195.0,6.74,86.0,South,98.0,R,R
0,OF,73.0,180.0,7.04,92.0,South,91.7,R,R
0,OF,76.0,205.0,7.13,86.0,South,98.6,R,R
0,OF,71.0,150.0,6.87,75.0,Northeast,84.5,L,R
0,OF,71.0,180.0,6.938711166381836,,South,97.0941162109375,R,R
0,OF,73.0,160.0,7.17,71.0,South,87.3,R,L
0,OF,70.0,167.0,7.71,59.0,Northeast,81.9,R,R
0,OF,75.0,208.0,6.93,80.0,South,92.0,R,R
1,OF,73.0,180.0,6.9,90.0,Northeast,95.0,R,R
1,OF,73.0,180.0,6.9,90.0,Northeast,95.0,R,R
0,OF,67.0,164.0,7.0,86.0,South,87.0,L,L
0,OF,72.0,145.0,7.55372428894043,,South,94.98514556884766,R,R
0,OF,75.0,165.0,6.4,82.0,South,92.4,L,L
0,OF,73.0,205.0,6.78,89.0,South,107.4,R,R
0,OF,74.0,190.0,7.14,82.0,Midwest,91.2,L,L
0,OF,75.0,165.0,7.88,,West,77.5,R,S
0,OF,69.0,170.0,7.33,84.0,South,88.4,R,S
0,OF,67.0,150.0,6.94,90.0,South,84.6,R,R
0,OF,70.0,177.0,6.58,88.0,Midwest,91.6,R,R
0,OF,72.0,185.0,7.0,87.0,South,93.6,R,R
1,OF,73.0,190.0,6.65,81.0,South,95.7,R,R
0,OF,70.0,150.0,7.09,73.0,Northeast,83.8,R,R
0,OF,70.0,150.0,7.71,72.0,Midwest,77.4,L,L
1,OF,74.0,183.0,7.49,85.0,Midwest,91.9,R,R
0,OF,71.0,195.0,6.63,86.0,Midwest,100.2,R,R
1,OF,73.0,190.0,6.8,84.0,South,100.4,R,R
1,OF,72.0,195.0,6.82,84.0,Midwest,96.0,R,L
1,OF,73.0,180.0,6.65,89.0,South,98.3,R,R
0,OF,69.0,160.0,7.188225269317627,,South,86.70333099365234,L,L
0,OF,69.0,160.0,7.35,83.0,West,89.1,R,R
1,OF,75.0,207.0,6.77,82.0,South,104.0,R,L
1,OF,77.0,210.0,7.198668956756592,,Midwest,92.8014907836914,R,L
1,OF,72.0,170.0,6.83,87.0,South,93.8,R,R
1,OF,70.0,180.0,7.52545690536499,,South,89.3729248046875,R,R
0,OF,71.0,170.0,6.92,83.0,West,90.1,R,R
0,OF,71.0,160.0,6.3,87.0,Midwest,101.8,R,R
1,OF,77.0,215.0,7.484371185302734,,South,82.74126434326172,R,R
0,OF,73.0,175.0,6.89,81.0,Midwest,91.7,R,R
1,OF,72.0,200.0,7.065420150756836,,South,97.73045349121094,R,R
0,OF,70.0,160.7,7.24,85.0,West,91.1,R,R
0,OF,70.0,190.0,6.7,88.0,Midwest,102.2,R,R
1,OF,72.0,200.0,7.225614547729492,,West,88.70667266845703,L,L
1,OF,73.0,180.0,7.103885650634766,,South,96.65835571289062,R,R
0,OF,70.0,180.0,7.16,81.0,South,88.1,R,R
1,OF,73.0,175.0,6.67,88.0,South,92.7,R,R
1,OF,71.0,185.0,7.01,86.0,South,89.2,R,L
0,OF,69.0,160.0,6.893359184265137,,West,96.55699157714844,L,L
0,OF,75.0,185.0,7.525774002075195,,South,94.4229736328125,R,R
1,OF,75.0,173.0,7.670573711395264,,South,92.64228057861328,R,L
1,OF,74.0,175.0,6.86,86.0,Northeast,89.4,R,R
0,OF,69.0,185.0,7.25,81.0,South,90.6,R,R
0,OF,68.0,175.0,6.963187217712402,,South,93.05355834960938,R,R
0,OF,70.0,197.0,7.32,81.0,Midwest,89.0,R,L
1,OF,71.0,155.0,7.080799579620361,,West,88.32526397705078,R,L
0,OF,71.0,175.0,6.53,72.0,Midwest,86.8,R,R
1,OF,71.0,180.0,6.55,74.0,Northeast,91.0,R,R
0,OF,71.0,145.0,7.61,71.0,Midwest,85.1,R,R
0,OF,70.0,170.0,7.39,75.0,Midwest,84.3,R,R
0,OF,70.0,165.0,7.30233907699585,,South,95.30936431884766,R,L
1,OF,75.0,177.0,6.959775924682617,,West,91.85892486572266,R,R
1,OF,75.0,185.0,8.32,,West,79.0,L,L
0,OF,74.0,175.0,7.27,83.0,West,95.2,R,R
1,OF,72.0,190.0,7.65,87.0,Midwest,103.8,L,L
1,OF,70.0,183.0,6.87,86.0,South,99.8,L,L
